"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mPhysics\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mLiterature,Fine Arts,Mythology,Philosophy,Social Science,History\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Mythology,Philosophy,Social Science,American History,Ancient History,European History,World History,Other History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3,4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mPhysics\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory,Fine Arts,Geography\u001b[0m; subcategories: \u001b[92mAmerican History,Ancient History,European History,World History,Other History,Auditory Fine Arts,Geography\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3,4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mPhysics\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mLiterature,Fine Arts,Mythology,Philosophy,Social Science,History\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Mythology,Philosophy,Social Science,American History,Ancient History,European History,World History,Other History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3,4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3,4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mPhysics\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mBiology\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mLiterature,Fine Arts,Mythology,Philosophy,Social Science,History\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Mythology,Philosophy,Social Science,American History,Ancient History,European History,World History,Other History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature\u001b[0m; subcategories: \u001b[92mAmerican Literature\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory,Fine Arts,Philosophy\u001b[0m; subcategories: \u001b[92mAmerican History,Ancient History,European History,World History,Other History,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Philosophy\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mLiterature,Fine Arts,Mythology,Philosophy,Social Science,History\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Mythology,Philosophy,Social Science,American History,Ancient History,European History,World History,Other History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3,4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts\u001b[0m; subcategories: \u001b[92mVisual Fine Arts\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mMath\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts,History,Literature,Religion,Mythology,Social Science,Current Events\u001b[0m; subcategories: \u001b[92mVisual Fine Arts,Auditory Fine Arts,Other Fine Arts,American History,Ancient History,European History,World History,Other History,American Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Religion,Mythology,Social Science,Current Events\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mMath\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mBiology\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion,Trash\u001b[0m; subcategories: \u001b[92mReligion,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3,4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion,Trash\u001b[0m; subcategories: \u001b[92mReligion,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m5\u001b[0m; number: \u001b[92m1\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
